Emission_ID,Source,Gas_Type,Emission_Quantity (kg),Latitude,Longitude,Date,Neighborhood_Name,Emission_Category,Temperature (°C),Emission_Control,Gas_Type_Encoded,Year,Month,Day,Weekday,Emission_Severity
1542,Industrial,CH4,29.0,37.844479526690144,-93.69712740795788,2024-07-10,South Brianfort,Low,25.638033911116445,Yes,0,2024,7,10,2,Low
1543,Transportation,CO2,231.0,34.5500312513799,-115.7776712833796,2024-05-15,Rodriguezmouth,High,22.10631722274301,Yes,1,2024,5,15,2,Low
1544,Industrial,CO2,175.0,38.39773804130649,-116.06923211177528,2024-04-17,Lake Dawnfort,Low,29.48845838467061,No,1,2024,4,17,2,Low
1545,Residential,CH4,140.0,37.337314231805614,-86.30357863978307,2024-01-10,Port Shannonfort,High,23.355409421865357,No,0,2024,1,10,2,Low
1546,Industrial,CO2,165.0,41.021995238901,-98.4428809689772,2024-01-09,South Johnport,High,23.252211913746343,No,1,2024,1,9,1,Low
1547,Industrial,N2O,193.0,35.6319568288751,-106.72313548375443,2024-03-29,South Anthonychester,Medium,29.23384667990724,No,2,2024,3,29,4,Low
1548,Transportation,N2O,99.0,40.61171687593746,-109.62180617490397,2023-11-09,Duffyton,Low,24.173479203041413,No,2,2023,11,9,3,Low
1549,Residential,CO2,103.0,38.46150952948362,-88.5220464021944,2024-03-04,Port Amanda,Medium,29.62862334185742,No,1,2024,3,4,0,Low
1550,Industrial,N2O,22.0,34.43688242570775,-117.98233206288504,2024-04-20,Bushton,Low,20.241703521335037,No,2,2024,4,20,5,Low
1551,Residential,CO2,470.0,41.77476241060388,-82.54078855533842,2024-09-06,Waterschester,Medium,23.06344575202146,No,1,2024,9,6,4,High
1552,Industrial,CH4,331.0,38.1009219528256,-114.51301733028312,2024-03-13,Lake Barbaraton,High,26.661929602664312,Yes,0,2024,3,13,2,High
1553,Industrial,CO2,302.0,36.32701483385266,-109.57445694404274,2024-02-21,New Josephside,Medium,28.908569645276387,No,1,2024,2,21,2,High
1554,Residential,CH4,442.0,37.75525473591407,-101.00559860684004,2023-12-05,Ballport,Medium,22.56405593008284,No,0,2023,12,5,1,High
1555,Industrial,N2O,239.0,40.86286226813992,-96.66621545249144,2024-05-04,West Taylorville,High,29.304775919636683,Yes,2,2024,5,4,5,Low
1556,Residential,CH4,331.0,36.43922499508051,-102.38021490418656,2024-02-16,New Kimberly,Medium,25.94121466499188,Yes,0,2024,2,16,4,High
1557,Industrial,N2O,301.0,35.5414111718936,-103.88866474069108,2024-09-11,North Anthonyfort,High,28.01008243197916,Yes,2,2024,9,11,2,High
1558,Transportation,CO2,447.0,35.03256997544705,-75.58769546877971,2024-08-11,Arnoldstad,Low,23.97207304306897,Yes,1,2024,8,11,6,High
1559,Residential,N2O,35.0,36.38287518712169,-89.77049402529065,2024-03-19,New Luis,Medium,22.12180382566873,No,2,2024,3,19,1,Low
1560,Industrial,CO2,84.0,40.24038469632035,-116.96894996383492,2024-06-10,Riveramouth,High,29.11235415447693,No,1,2024,6,10,0,Low
1561,Industrial,CO2,465.0,37.77301092156209,-99.07226002845022,2024-09-05,Smithberg,High,29.331358684062188,Yes,1,2024,9,5,3,High
1562,Transportation,CH4,373.0,35.81985282954832,-79.4996172112653,2024-06-22,Shahview,Medium,24.975751441541355,Yes,0,2024,6,22,5,High
1563,Residential,CH4,433.0,35.32947999687799,-104.7359277979306,2024-02-11,South Kristenton,Low,20.064950159992566,No,0,2024,2,11,6,High
1564,Industrial,CH4,308.0,36.66183581208304,-113.83952082992693,2024-04-25,Sherriview,Medium,21.097829536704044,No,0,2024,4,25,3,High
1565,Transportation,CH4,159.0,41.51939498308567,-84.63107005004362,2024-02-17,East Donna,High,25.730279602317214,No,0,2024,2,17,5,Low
1566,Industrial,N2O,157.0,36.7442137007202,-91.33539139481243,2024-02-26,New Christieside,Low,20.23776702301886,No,2,2024,2,26,0,Low
1567,Residential,N2O,17.0,41.90499260763709,-92.90624965563384,2024-01-22,Butlerport,Medium,23.969119239866952,Yes,2,2024,1,22,0,Low
1568,Industrial,N2O,38.0,37.881843646122846,-115.64263137727406,2024-04-15,Mackenzieburgh,High,23.033699455720125,No,2,2024,4,15,0,Low
1569,Industrial,CO2,305.0,35.433311346321204,-111.81804356899724,2024-09-07,Taraland,Medium,27.143482754022045,Yes,1,2024,9,7,5,High
1570,Industrial,N2O,483.0,41.12912073434808,-90.607826566623,2024-06-02,Samuelhaven,Low,20.55578672947935,Yes,2,2024,6,2,6,High
1571,Industrial,N2O,423.0,37.682842985078615,-108.85575097581122,2024-02-03,South Luketown,Low,24.88731268977288,Yes,2,2024,2,3,5,High
1572,Transportation,N2O,218.0,39.6773707480362,-95.82091649106933,2024-01-08,South Ianshire,Low,25.79114269875605,No,2,2024,1,8,0,Low
1573,Transportation,CH4,137.0,41.86969266567321,-94.02520581470668,2023-09-30,Lake Andrew,Low,26.17291076052618,Yes,0,2023,9,30,5,Low
1574,Residential,N2O,349.0,34.401402802559794,-105.52568362807868,2024-03-18,Penafurt,Low,24.051576720169408,No,2,2024,3,18,0,High
1575,Transportation,CO2,125.0,34.773556478300534,-76.26929315617431,2023-10-12,Vaughnfurt,Medium,23.043677834295508,Yes,1,2023,10,12,3,Low
1576,Transportation,CH4,448.0,39.76365393170205,-80.9315792992347,2024-03-03,Lake Kimberly,Low,26.824930337371487,No,0,2024,3,3,6,High
1577,Residential,CO2,153.0,36.254600026363775,-86.21556566415687,2024-02-17,Leemouth,Low,28.475690481024948,Yes,1,2024,2,17,5,Low
1578,Transportation,N2O,439.0,35.47441117560079,-114.568269877986,2024-02-19,South David,High,26.936176377828787,Yes,2,2024,2,19,0,High
1579,Transportation,CH4,327.0,34.31489503855784,-113.33027915040314,2024-01-17,West Matthew,Low,29.321023654572212,No,0,2024,1,17,2,High
1580,Residential,CO2,244.0,34.17477369588961,-96.31762078194194,2024-09-05,Cindystad,High,27.172635253579276,No,1,2024,9,5,3,Low
1581,Residential,N2O,16.0,40.19588482495833,-110.92861263559664,2023-10-07,New Matthew,High,27.646187340136184,Yes,2,2023,10,7,5,Low
1582,Residential,CO2,473.0,35.0754674189564,-74.95631960470314,2023-10-25,West Ricky,High,21.67903196602089,Yes,1,2023,10,25,2,High
1583,Industrial,CO2,54.0,37.74176492776921,-111.02510970279398,2024-03-11,South Nathanton,Medium,24.19539644526712,No,1,2024,3,11,0,Low
1584,Industrial,CO2,452.0,38.84717452143586,-96.55141523958514,2023-12-08,West Thomaschester,Medium,24.85055330955965,Yes,1,2023,12,8,4,High
1585,Residential,N2O,248.0,37.42681440455077,-101.97867349897376,2024-02-13,Stephaniebury,High,22.56293162294608,No,2,2024,2,13,1,Low
1586,Residential,N2O,449.0,34.21685321868986,-89.86699745601969,2024-07-18,Lake Richardbury,Medium,25.28539860356288,No,2,2024,7,18,3,High
1587,Residential,CO2,441.0,40.26801202070327,-112.3223980088653,2023-12-13,North Davidstad,Low,22.907919442218475,Yes,1,2023,12,13,2,High
1588,Industrial,CH4,164.0,34.084105796333226,-99.0660771661348,2024-03-26,Watkinsborough,Medium,26.87502092804416,No,0,2024,3,26,1,Low
1589,Industrial,CH4,190.0,40.09511915501987,-105.91297855648568,2024-07-17,Taylorview,Low,24.70288476703176,Yes,0,2024,7,17,2,Low
1590,Transportation,N2O,224.0,41.14643595030498,-78.93893291444573,2023-10-06,New Victoria,Low,24.58806954269036,No,2,2023,10,6,4,Low
1591,Transportation,N2O,97.0,37.46271936845738,-116.2142286660734,2024-02-15,Lake William,Medium,29.83642531032812,No,2,2024,2,15,3,Low
1592,Residential,N2O,265.0,38.28433978478239,-77.7959902637158,2024-05-23,Port Kara,Medium,23.924448485425703,Yes,2,2024,5,23,3,High
1593,Industrial,N2O,82.0,37.81586714094123,-81.34825790366799,2024-01-11,Bryanshire,High,23.622954325895684,No,2,2024,1,11,3,Low
1594,Industrial,N2O,428.0,37.11366894898751,-104.90688847660412,2023-11-23,East Paulbury,Medium,23.186043712826542,Yes,2,2023,11,23,3,High
1595,Industrial,CH4,188.0,41.099396282962886,-83.2712111942074,2024-07-01,Sabrinatown,Medium,28.947492209757986,No,0,2024,7,1,0,Low
1596,Residential,N2O,221.0,41.15146808535992,-116.6266033450951,2024-03-18,South Julie,Medium,24.96723826098178,No,2,2024,3,18,0,Low
1597,Transportation,CO2,302.0,36.68653091713227,-75.45791578709068,2023-12-13,East Cynthia,Low,26.000144774806355,No,1,2023,12,13,2,High
1598,Residential,CO2,243.0,38.92055803211758,-94.82982252604928,2024-08-22,Michelleside,Low,21.80818479002395,No,1,2024,8,22,3,Low
1599,Transportation,CH4,474.0,41.41526049716691,-104.6556348531204,2024-04-07,Castroville,Low,25.40942360004927,Yes,0,2024,4,7,6,High
1600,Transportation,CO2,248.0,41.69646799153081,-102.0463386458342,2024-02-15,Thomasshire,High,22.746481928684883,No,1,2024,2,15,3,Low
1601,Residential,CH4,232.0,38.07167232337638,-115.07816444773812,2024-02-16,Phillipsfurt,High,27.306369212628773,No,0,2024,2,16,4,Low
1602,Transportation,CH4,128.0,37.622598442274615,-74.46862138215027,2024-06-17,Lopezfort,High,28.32528348792382,No,0,2024,6,17,0,Low
1603,Transportation,CO2,322.0,36.229554527428206,-116.27115441336952,2024-01-06,Brightmouth,Low,27.14810692131277,Yes,1,2024,1,6,5,High
1604,Industrial,N2O,273.0,41.67097498552328,-89.1840865814942,2024-02-07,Roseville,Medium,27.302441662702574,Yes,2,2024,2,7,2,High
1605,Transportation,CO2,216.0,35.14251443578294,-98.51961918091584,2024-09-01,New Donna,High,25.12474704119517,Yes,1,2024,9,1,6,Low
1606,Residential,CO2,104.0,38.6386366083818,-76.24768639969653,2024-06-18,West Darryl,High,27.121180563341355,Yes,1,2024,6,18,1,Low
1607,Residential,CH4,382.0,36.26040214014911,-107.17601142650102,2024-04-29,Kevintown,Low,24.226869355081604,No,0,2024,4,29,0,High
1608,Transportation,CO2,231.0,36.23206632278237,-94.5881797467275,2023-10-25,Lake Lindaburgh,High,26.51489153529613,No,1,2023,10,25,2,Low
1609,Industrial,CH4,375.0,37.23974869900951,-96.77632682235888,2024-01-05,Lake Michael,Medium,22.590392101205147,No,0,2024,1,5,4,High
1610,Industrial,N2O,285.0,41.990343486525234,-87.07387646179555,2023-11-08,Holmesbury,Low,20.6975701231201,Yes,2,2023,11,8,2,High
1611,Transportation,N2O,389.0,34.43973045471858,-115.00754979409348,2024-04-26,Pattersonstad,Low,24.134732641219685,Yes,2,2024,4,26,4,High
1612,Transportation,N2O,240.0,38.62833454562825,-109.4732782789724,2024-02-03,East Melvin,Medium,24.6177815578049,No,2,2024,2,3,5,Low
1613,Residential,CO2,318.0,34.66057726428222,-108.5591479159146,2023-10-07,Michaelmouth,Medium,22.5640715818869,No,1,2023,10,7,5,High
1614,Transportation,CH4,128.0,35.23616663992415,-85.52136678696566,2024-07-25,South Nicholasshire,Medium,27.277095184072376,No,0,2024,7,25,3,Low
1615,Industrial,N2O,277.0,37.51650353418319,-109.67789736162344,2024-08-25,Velazquezton,High,20.735504789762796,Yes,2,2024,8,25,6,High
1616,Transportation,CH4,442.0,38.08368105077153,-92.76636238879703,2024-08-12,Mosesside,Medium,22.227483243791887,No,0,2024,8,12,0,High
1617,Residential,CH4,282.0,36.07033926691619,-108.52927189795804,2024-06-01,Port Christopherport,Low,27.48564718453627,No,0,2024,6,1,5,High
1618,Residential,N2O,73.0,36.53165704699533,-80.08850219630494,2024-03-23,New Shannon,Medium,24.371242737400124,Yes,2,2024,3,23,5,Low
1619,Residential,N2O,307.0,34.69573616204747,-76.54384000245591,2024-06-25,New Curtis,Low,27.052836240393123,Yes,2,2024,6,25,1,High
1620,Residential,CH4,359.0,36.425758270754,-95.18630910254144,2023-09-22,East Austin,Low,25.674858777835965,No,0,2023,9,22,4,High
1621,Residential,N2O,422.0,41.73246751504436,-102.49840909479616,2024-07-19,Wandabury,High,29.507127499973624,Yes,2,2024,7,19,4,High
1622,Transportation,CH4,412.0,41.55765905337985,-107.70145789923004,2024-04-20,Jamestown,Medium,25.97795832722833,No,0,2024,4,20,5,High
1623,Transportation,CH4,20.0,36.67902632109588,-115.80963593298608,2024-04-09,Kimberlyburgh,High,20.1486897434552,No,0,2024,4,9,1,Low
1624,Transportation,N2O,107.0,38.56683149023009,-106.1859966473102,2023-11-06,North Joseph,Medium,23.52877350504334,No,2,2023,11,6,0,Low
1625,Transportation,CO2,443.0,41.27676312888755,-89.21362568240602,2024-02-14,North Jeromeside,Medium,21.43060682204708,No,1,2024,2,14,2,High
1626,Residential,N2O,80.0,34.049470581127174,-94.52085502239473,2024-08-16,South Courtneyshire,Medium,29.24633677597703,Yes,2,2024,8,16,4,Low
1627,Industrial,CO2,373.0,40.48546856270073,-76.46218375563919,2024-08-15,East Jack,Medium,21.040124542850805,Yes,1,2024,8,15,3,High
1628,Transportation,CH4,67.0,41.58695642231135,-100.56380045036518,2023-12-03,West Amanda,Medium,23.877066631310875,Yes,0,2023,12,3,6,Low
1629,Industrial,CH4,299.0,34.730605874668456,-87.47001293755065,2024-04-27,Stokesstad,Low,22.26099193626692,No,0,2024,4,27,5,High
1630,Transportation,CO2,260.0,35.29158148826337,-96.46979911109466,2024-09-05,Lake Richard,Low,28.467219903967333,No,1,2024,9,5,3,High
1631,Transportation,CH4,285.0,41.68597042217084,-95.44664649933468,2024-09-16,Jamieton,Medium,23.08566497588917,No,0,2024,9,16,0,High
1632,Industrial,CO2,59.0,38.30032114912277,-106.21793015741883,2024-03-28,Fordstad,Low,29.918934831426448,Yes,1,2024,3,28,3,Low
1633,Residential,CO2,367.0,34.113573075773786,-97.982165818952,2023-12-05,Brendachester,High,20.38616605612251,Yes,1,2023,12,5,1,High
1634,Transportation,CH4,225.0,36.06105599010823,-97.28546013144089,2024-04-18,Markview,High,21.282767724625657,No,0,2024,4,18,3,Low
1635,Transportation,CO2,403.0,37.59954939415088,-86.90772904304691,2024-08-06,Evanschester,High,22.246387764291093,Yes,1,2024,8,6,1,High
1636,Transportation,N2O,425.0,39.54327128819814,-76.61184003581099,2024-09-02,Bryanbury,Medium,28.111060402001595,Yes,2,2024,9,2,0,High
1637,Industrial,N2O,61.0,39.8652830250944,-103.5098637907698,2024-08-07,Coreymouth,Medium,28.78517209064016,Yes,2,2024,8,7,2,Low
1638,Residential,CH4,280.0,41.96337210340365,-116.14317938242289,2024-06-23,Sabrinamouth,Low,20.714513806094224,Yes,0,2024,6,23,6,High
1639,Industrial,CH4,494.0,36.30008959507007,-96.16301447797186,2024-03-18,Port Scottmouth,Low,20.324601417622763,No,0,2024,3,18,0,High
1640,Industrial,CO2,93.0,38.3057608149478,-94.04370138543658,2024-05-06,Snyderland,Low,27.445568571045797,Yes,1,2024,5,6,0,Low
1641,Residential,CO2,396.0,38.26658838287684,-110.58861575019571,2024-07-01,South Kevin,High,21.33352006753613,No,1,2024,7,1,0,High
1642,Industrial,CO2,302.0,37.2451620755779,-84.53955732385307,2024-02-20,Port Melissamouth,High,21.32998587074639,Yes,1,2024,2,20,1,High
1643,Residential,CO2,135.0,35.35329515073936,-74.66311922857437,2024-08-21,North Dustinshire,High,20.22366534494429,No,1,2024,8,21,2,Low
1644,Transportation,N2O,305.0,41.81965250547074,-76.38591245162772,2024-05-24,West Jakestad,High,20.49807877583422,No,2,2024,5,24,4,High
1645,Residential,N2O,81.0,40.82653749333269,-109.3273342917593,2023-10-24,Jeffreyberg,Low,22.63675458595489,Yes,2,2023,10,24,1,Low
1646,Transportation,CH4,305.0,37.986664226353895,-79.48401744436653,2024-07-06,Andersonville,Medium,20.650054894108063,No,0,2024,7,6,5,High
1647,Industrial,CO2,245.0,38.82596338147224,-87.00227999788586,2024-01-17,Port Kathrynport,Medium,23.688790916592755,No,1,2024,1,17,2,Low
1648,Industrial,CO2,65.0,35.818088428477296,-98.0307511924959,2024-02-11,South Emilyburgh,High,28.32775031227349,Yes,1,2024,2,11,6,Low
1649,Transportation,CH4,416.0,38.35029656313397,-94.21311624971192,2024-05-01,Nicholsland,Medium,23.263202573215928,No,0,2024,5,1,2,High
1650,Industrial,CO2,369.0,39.55976106497181,-80.61759230077185,2024-04-14,Dennisfort,Medium,27.278341625793715,Yes,1,2024,4,14,6,High
1651,Residential,CO2,404.0,38.12133622709271,-96.8740626559116,2024-08-07,West Matthew,Medium,20.9390996483103,No,1,2024,8,7,2,High
1652,Transportation,CO2,119.0,41.92228136467953,-101.57887575937444,2024-05-26,East Wesley,High,26.59375187419493,Yes,1,2024,5,26,6,Low
1653,Industrial,CO2,201.0,38.89073324998181,-96.29711030685662,2024-05-31,New Cassandraland,Low,23.16747183257435,Yes,1,2024,5,31,4,Low
1654,Transportation,CO2,401.0,36.96778970073736,-92.51828862245785,2023-10-30,West Holly,Low,27.49752878697038,Yes,1,2023,10,30,0,High
1655,Residential,CH4,102.0,40.1772162209267,-109.68058323375266,2024-06-14,Turnershire,Medium,21.36252014056382,Yes,0,2024,6,14,4,Low
1656,Residential,CO2,359.0,35.36370009265313,-78.36005986825242,2024-05-20,North Taylorstad,Low,28.97883377764482,Yes,1,2024,5,20,0,High
1657,Industrial,CH4,65.0,37.07612650965013,-88.33577425149699,2024-01-22,Haleyburgh,Low,22.425772028979367,No,0,2024,1,22,0,Low
1658,Residential,CO2,69.0,36.77567160302068,-90.13616763715048,2024-03-19,Port Jasonbury,High,23.531377932811765,No,1,2024,3,19,1,Low
1659,Transportation,N2O,147.0,37.454456760862215,-113.62216604805192,2024-04-23,Robinsonstad,High,29.50180710818041,Yes,2,2024,4,23,1,Low
1660,Residential,N2O,48.0,40.25423860742981,-91.41634672040595,2024-04-11,New Katherine,Medium,25.784823597308588,No,2,2024,4,11,3,Low
1661,Transportation,N2O,37.0,37.87338425730726,-112.67773086150632,2024-06-08,South Rachelmouth,Medium,23.65771518963022,No,2,2024,6,8,5,Low
1662,Transportation,N2O,58.0,40.3521156021277,-114.53730229140244,2024-07-06,Davidmouth,Medium,29.49602147033632,No,2,2024,7,6,5,Low
1663,Residential,CH4,429.0,38.61191122511893,-94.7983205917347,2023-09-30,Amandabury,High,23.29077416890032,Yes,0,2023,9,30,5,High
1664,Industrial,CH4,134.0,36.736555477260445,-100.2774365019542,2024-02-14,Kochberg,Low,20.9487071267518,Yes,0,2024,2,14,2,Low
1665,Residential,CO2,22.0,40.47982994946778,-92.09234811312618,2024-09-12,Angelaview,High,29.9684888785942,No,1,2024,9,12,3,Low
1666,Transportation,N2O,489.0,35.90631736442473,-114.0742246054815,2024-01-15,Lauratown,High,22.67844920558914,Yes,2,2024,1,15,0,High
1667,Transportation,CH4,45.0,35.79506383839836,-99.03674523472064,2024-02-23,Sharpchester,Low,28.512578486996077,Yes,0,2024,2,23,4,Low
1668,Residential,CO2,110.0,38.036023392438686,-110.30938453801303,2024-08-31,Kristinport,Low,21.655407948230877,No,1,2024,8,31,5,Low
1669,Industrial,CO2,291.0,36.08679396769672,-74.56759621933887,2024-08-02,Lisaborough,Medium,27.31353971777378,Yes,1,2024,8,2,4,High
1670,Industrial,CH4,95.0,34.07269627960973,-93.30939065285231,2024-05-10,Combsberg,Low,25.24449394472252,Yes,0,2024,5,10,4,Low
1671,Transportation,N2O,13.0,39.18638021839041,-87.75277811860184,2024-05-23,Ricardoport,Low,29.809065582901297,Yes,2,2024,5,23,3,Low
1672,Transportation,CO2,232.0,38.08875057177919,-103.68159564996526,2023-09-30,Heatherton,Low,25.528303560923995,Yes,1,2023,9,30,5,Low
1673,Industrial,N2O,347.0,37.56414251594529,-113.83148774970886,2023-10-27,Evanside,Low,20.25015151890854,Yes,2,2023,10,27,4,High
1674,Residential,N2O,457.0,41.735748116946525,-75.06168203752439,2024-02-29,Edwardberg,Medium,26.03877989624088,No,2,2024,2,29,3,High
1675,Transportation,N2O,175.0,38.56959347170331,-105.40460244313994,2023-12-13,West Sandraland,Medium,21.45316456336626,Yes,2,2023,12,13,2,Low
1676,Transportation,CO2,392.0,40.90745262231508,-99.35243985236274,2023-10-12,New Meredith,Low,27.98540915282087,Yes,1,2023,10,12,3,High
1677,Industrial,N2O,353.0,35.11560188964128,-89.40598744508671,2024-04-28,Davisview,Low,28.565681964898992,No,2,2024,4,28,6,High
1678,Residential,CO2,392.0,38.55365170503542,-116.91331890181112,2024-05-11,South Matthew,Medium,24.820935187947143,No,1,2024,5,11,5,High
1679,Industrial,N2O,385.0,40.94383701384722,-82.34859825723937,2023-11-22,North Susan,Medium,27.832214570522986,Yes,2,2023,11,22,2,High
1680,Residential,CO2,480.0,38.66484605823919,-94.39055963874073,2024-04-13,Mckaymouth,Low,21.45110735481605,No,1,2024,4,13,5,High
1681,Residential,N2O,287.0,39.74411342501601,-105.75844376897184,2024-04-05,Scottfurt,High,24.92078186535646,Yes,2,2024,4,5,4,High
1682,Residential,CH4,139.0,36.97634854249766,-115.28924864713136,2024-09-04,Lake Dana,Medium,23.93944264690585,No,0,2024,9,4,2,Low
1683,Transportation,N2O,40.0,34.739596136296534,-110.85006971912458,2024-04-21,North Christian,Medium,26.11317387053081,Yes,2,2024,4,21,6,Low
1684,Industrial,N2O,384.0,37.66320236101657,-78.61851021044878,2024-02-04,South Phillip,Medium,20.4447718880316,No,2,2024,2,4,6,High
1685,Industrial,CO2,20.0,37.15583512671086,-87.8149341468208,2023-11-14,Richardmouth,Low,27.521228382486274,Yes,1,2023,11,14,1,Low
1686,Residential,CO2,485.0,40.936481459031576,-107.00432424797684,2024-03-09,Julieland,Low,20.791292894746835,No,1,2024,3,9,5,High
1687,Transportation,N2O,311.0,35.951962418819775,-115.11356634241872,2024-06-03,Geoffreyton,Medium,26.56471517530165,Yes,2,2024,6,3,0,High
1688,Transportation,CH4,105.0,41.73387382028086,-87.612926254988,2024-01-04,Patrickfort,Low,20.18457225539944,Yes,0,2024,1,4,3,Low
1689,Industrial,CH4,199.0,41.66510495843597,-92.81406005741832,2024-02-28,Roberthaven,Low,28.318880637567297,Yes,0,2024,2,28,2,Low
1690,Transportation,CO2,462.0,35.98105314457151,-100.20114092383766,2024-01-27,Andersonton,Medium,21.74699630223781,No,1,2024,1,27,5,High
1691,Transportation,CH4,201.0,36.78441564381856,-102.0010962356372,2024-03-26,Kathrynhaven,Low,25.154974759769907,No,0,2024,3,26,1,Low
1692,Residential,N2O,495.0,41.16444592699108,-108.46017185911924,2024-02-17,North Stevenborough,High,22.614929037276195,Yes,2,2024,2,17,5,High
1693,Transportation,CO2,275.0,41.73297776716886,-88.53710471234922,2023-12-08,East Tinahaven,Low,27.22647202061069,Yes,1,2023,12,8,4,High
1694,Residential,N2O,433.0,37.547512822688354,-75.2906067770697,2024-06-05,New Josephside,Low,23.213511001897214,Yes,2,2024,6,5,2,High
1695,Industrial,CO2,137.0,36.56797636512718,-110.26852918317968,2023-10-24,Jordanport,Medium,27.24609193588317,Yes,1,2023,10,24,1,Low
1696,Transportation,CO2,247.0,38.208752106012334,-91.72686871931784,2024-02-03,Sanchezstad,Medium,22.848712068354764,No,1,2024,2,3,5,Low
1697,Industrial,CO2,417.0,39.50215365092588,-99.33585754717704,2023-11-11,West Joseph,High,27.5247309093576,No,1,2023,11,11,5,High
1698,Industrial,CO2,364.0,36.18779612299984,-98.34569624323474,2024-08-18,Port Aaron,Low,20.306054963369043,No,1,2024,8,18,6,High
1699,Transportation,CH4,437.0,39.891785396952585,-106.81751967437616,2024-03-01,Johnstonshire,High,22.833113353738483,Yes,0,2024,3,1,4,High
1700,Transportation,N2O,121.0,34.413258856917125,-81.69406547089756,2024-08-17,Houstonborough,High,24.986335064402788,Yes,2,2024,8,17,5,Low
1701,Industrial,N2O,325.0,34.39435594211533,-96.6487534175214,2024-08-27,West Derrick,Medium,20.45059581919725,No,2,2024,8,27,1,High
1702,Transportation,N2O,455.0,37.09030164116436,-94.09014250327638,2024-03-03,Mezamouth,Low,21.860340613712783,No,2,2024,3,3,6,High
1703,Residential,CO2,352.0,36.82778553648576,-104.59051983691766,2024-08-21,Cabreraton,Medium,29.34536981641203,No,1,2024,8,21,2,High
1704,Residential,CH4,154.0,36.52506572293722,-110.0004275106542,2024-03-06,Francoberg,High,29.76834265180189,No,0,2024,3,6,2,Low
1705,Transportation,N2O,74.0,37.92815810135128,-114.2199429190759,2024-05-09,Matthewside,High,27.39749947390486,Yes,2,2024,5,9,3,Low
1706,Industrial,CH4,256.0,36.56586865849257,-86.5787577993037,2023-10-13,East Laura,Medium,22.522000506169128,Yes,0,2023,10,13,4,High
1707,Transportation,CO2,232.0,35.53806334774474,-109.36569160573436,2024-04-03,West Jasonmouth,Medium,22.60517445435969,Yes,1,2024,4,3,2,Low
1708,Transportation,N2O,488.0,36.47575639270881,-87.6366844156929,2024-07-24,Lake Keithfort,Medium,26.45790357795073,No,2,2024,7,24,2,High
1709,Industrial,CH4,499.0,41.79923418248188,-100.82343637393404,2023-10-02,Davidborough,Medium,21.17599616598702,Yes,0,2023,10,2,0,High
1710,Industrial,CO2,322.0,37.28890733595879,-99.70590875645532,2024-05-26,South Jason,Medium,29.483093804303664,No,1,2024,5,26,6,High
1711,Residential,CH4,448.0,37.55770221486669,-97.35619017191804,2024-07-19,West Travis,High,22.248128995101844,No,0,2024,7,19,4,High
1712,Industrial,N2O,115.0,38.61235991960912,-101.8208256423881,2023-10-28,Amandaberg,Medium,29.99635625425444,No,2,2023,10,28,5,Low
1713,Residential,N2O,190.0,41.86672614731381,-113.57272100220604,2024-07-01,Bethanyborough,Low,24.95733795302461,No,2,2024,7,1,0,Low
1714,Industrial,CO2,193.0,35.93281021148611,-104.3762003598748,2024-07-09,Davisville,High,27.714299889929364,No,1,2024,7,9,1,Low
1715,Transportation,CO2,235.0,39.450256884259474,-88.79568812946671,2024-07-14,Robertburgh,High,20.021840945055573,Yes,1,2024,7,14,6,Low
1716,Residential,CO2,274.0,39.727877548333794,-88.70548633536967,2024-07-01,Lake Jasonberg,Low,28.887464047516417,Yes,1,2024,7,1,0,High
1717,Residential,CH4,287.0,38.85859533434453,-105.40613048144024,2023-10-23,East Rachel,Low,22.700020447805805,Yes,0,2023,10,23,0,High
1718,Residential,CH4,406.0,34.70862671709315,-97.75548443146172,2024-08-09,East Alice,High,26.67936744548065,No,0,2024,8,9,4,High
1719,Transportation,CH4,98.0,39.41497820662061,-109.48832196747476,2023-10-02,Peterhaven,Medium,28.063552807935896,Yes,0,2023,10,2,0,Low
1720,Transportation,CO2,185.0,34.512757688289405,-108.74362841268724,2024-01-09,Walterbury,High,21.64147740559002,No,1,2024,1,9,1,Low
1721,Transportation,N2O,27.0,38.769141196399175,-116.98592811010928,2023-11-28,Whitetown,High,24.42509481329229,Yes,2,2023,11,28,1,Low
1722,Transportation,N2O,380.0,39.91664941777394,-78.54315180405924,2024-04-22,Lake Kentland,Low,24.938359406519236,No,2,2024,4,22,0,High
1723,Transportation,CH4,469.0,35.687759124959605,-108.72890673670412,2024-03-01,South Amy,High,23.121194653392045,No,0,2024,3,1,4,High
1724,Residential,CH4,433.0,40.7329760603422,-107.98850941479562,2024-08-15,Lake Joseph,Medium,24.81755829728981,Yes,0,2024,8,15,3,High
1725,Transportation,N2O,410.0,34.24283044426404,-105.6975369636142,2024-04-19,Kimton,Low,23.17545657655338,No,2,2024,4,19,4,High
1726,Residential,N2O,408.0,40.75050290926645,-112.39404484540113,2024-08-07,Rivasshire,High,23.607477450552093,Yes,2,2024,8,7,2,High
1727,Transportation,CH4,115.0,37.68263240514212,-89.87243314002004,2024-05-29,Harthaven,High,26.69331178702739,Yes,0,2024,5,29,2,Low
1728,Industrial,CH4,280.0,35.74070351945316,-114.6937100601862,2024-01-18,Lake Timothy,Medium,26.32593268304997,Yes,0,2024,1,18,3,High
